0.12,0.05,3.62,3.62,0.22,0.78
0.121,0.05,3.62,3.62,0.22,0.78
0.121,0.05,3.62,3.62,0.22,0.78
0.121,0.05,3.62,3.62,0.22,0.78
0.122,0.05,3.62,3.62,0.22,0.78
0.122,0.05,3.62,3.62,0.22,0.78
0.123,0.05,3.62,3.62,0.22,0.78
0.123,0.05,3.62,3.62,0.22,0.78
0.124,0.05,3.62,3.62,0.22,0.78
0.124,0.05,3.62,3.62,0.22,0.78
0.125,0.05,3.62,3.62,0.22,0.78
0.125,0.05,3.62,3.62,0.22,0.78
0.125,0.05,3.62,3.62,0.22,0.78
0.126,0.05,3.62,3.62,0.22,0.78
0.126,0.05,3.62,3.62,0.22,0.78
0.127,0.05,3.62,3.62,0.22,0.78
0.127,0.05,3.62,3.62,0.22,0.78
0.128,0.37,3.6,3.6,1.55,5.56
0.128,0.37,3.6,3.6,1.55,5.56
0.129,0.37,3.6,3.6,1.55,5.56
0.129,0.37,3.6,3.6,1.55,5.56
0.129,0.37,3.6,3.6,1.55,5.56
0.13,0.37,3.6,3.6,1.55,5.56
0.13,0.37,3.6,3.6,1.55,5.56
0.131,0.05,3.62,3.62,0.22,0.78
0.131,0.05,3.62,3.62,0.22,0.78
0.132,0.05,3.62,3.62,0.22,0.78
0.133,0.05,3.62,3.62,0.22,0.78
0.133,0.05,3.62,3.62,0.22,0.78
0.133,0.05,3.62,3.62,0.22,0.78
0.134,0.05,3.62,3.62,0.22,0.78
0.134,0.05,3.62,3.62,0.22,0.78
0.135,0.05,3.62,3.62,0.22,0.78
0.135,0.05,3.62,3.62,0.22,0.78
0.136,0.05,3.62,3.62,0.22,0.78
0.136,0.05,3.62,3.62,0.22,0.78
0.137,0.05,3.62,3.62,0.22,0.78
0.137,0.05,3.62,3.62,0.22,0.78
0.137,0.05,3.62,3.62,0.22,0.78
0.138,0.05,3.62,3.62,0.22,0.8
0.138,0.05,3.62,3.62,0.22,0.8
0.139,0.05,3.62,3.62,0.22,0.8
0.139,0.05,3.62,3.62,0.22,0.8
0.14,0.05,3.62,3.62,0.22,0.8
0.14,0.05,3.62,3.62,0.22,0.8
0.141,0.05,3.62,3.62,0.22,0.8
0.142,0.05,3.62,3.62,0.22,0.8
0.142,0.05,3.62,3.62,0.23,0.82
0.142,0.05,3.62,3.62,0.23,0.82
0.143,0.05,3.62,3.62,0.23,0.82
0.143,0.05,3.62,3.62,0.23,0.82
0.144,0.05,3.62,3.62,0.23,0.82
0.144,0.05,3.62,3.62,0.23,0.82
0.145,0.05,3.62,3.62,0.23,0.82
0.145,0.05,3.62,3.62,0.22,0.78
0.145,0.05,3.62,3.62,0.22,0.78
0.146,0.05,3.62,3.62,0.22,0.78
0.146,0.05,3.62,3.62,0.22,0.78
0.147,0.05,3.62,3.62,0.22,0.78
0.147,0.05,3.62,3.62,0.22,0.78
0.148,0.05,3.62,3.62,0.22,0.78
0.148,0.05,3.62,3.62,0.22,0.78
0.149,0.05,3.62,3.62,0.22,0.78
0.149,0.05,3.62,3.62,0.22,0.78
0.15,0.05,3.62,3.62,0.22,0.78
0.15,0.05,3.62,3.62,0.22,0.78
0.151,0.05,3.62,3.62,0.22,0.78
0.151,0.05,3.62,3.62,0.22,0.78
0.152,0.05,3.62,3.62,0.22,0.78
0.152,0.05,3.62,3.62,0.22,0.8
0.152,0.05,3.62,3.62,0.22,0.8
0.153,0.05,3.62,3.62,0.22,0.8
0.153,0.05,3.62,3.62,0.22,0.8
0.154,0.05,3.62,3.62,0.22,0.8
0.154,0.05,3.62,3.62,0.22,0.8
0.155,0.05,3.62,3.62,0.22,0.8
0.155,0.05,3.62,3.62,0.22,0.8
0.156,0.38,3.6,3.6,1.57,5.61
0.156,0.38,3.6,3.6,1.57,5.61
0.156,0.38,3.6,3.6,1.57,5.61
0.157,0.38,3.6,3.6,1.57,5.61
0.157,0.38,3.6,3.6,1.57,5.61
0.158,0.38,3.6,3.6,1.57,5.61
0.158,0.38,3.6,3.6,1.57,5.61
0.159,0.05,3.6,3.6,0.22,0.78
0.159,0.05,3.62,3.62,0.22,0.78
0.16,0.05,3.62,3.62,0.22,0.78
0.16,0.05,3.62,3.62,0.22,0.78
0.161,0.05,3.62,3.62,0.22,0.78
0.161,0.05,3.62,3.62,0.22,0.78
0.161,0.05,3.62,3.62,0.22,0.78
0.162,0.05,3.62,3.62,0.22,0.78
0.162,0.05,3.62,3.62,0.22,0.78
0.163,0.05,3.62,3.62,0.22,0.78
0.163,0.05,3.62,3.62,0.22,0.78
0.164,0.05,3.62,3.62,0.22,0.78
0.164,0.05,3.62,3.62,0.22,0.78
0.165,0.05,3.62,3.62,0.22,0.78
0.165,0.05,3.62,3.62,0.22,0.78
0.166,0.05,3.62,3.62,0.22,0.78
0.166,0.05,3.62,3.62,0.22,0.78
0.167,0.05,3.62,3.62,0.22,0.78
0.167,0.05,3.62,3.62,0.22,0.78
0.168,0.05,3.62,3.62,0.22,0.78
0.168,0.05,3.62,3.62,0.22,0.78
0.168,0.05,3.62,3.62,0.22,0.78
0.169,0.05,3.62,3.62,0.22,0.78
0.169,0.05,3.62,3.62,0.22,0.78
0.17,0.05,3.62,3.62,0.22,0.78
0.17,0.05,3.62,3.62,0.22,0.78
0.171,0.05,3.62,3.62,0.22,0.78
0.171,0.05,3.62,3.62,0.22,0.78
0.171,0.05,3.62,3.62,0.22,0.78
0.172,0.05,3.62,3.62,0.22,0.78
0.173,0.05,3.62,3.62,0.22,0.78
0.177,0.05,3.62,3.62,0.22,0.78
0.182,0.05,3.62,3.62,0.22,0.78
0.187,0.05,3.62,3.62,0.22,0.78
0.191,0.05,3.62,3.62,0.22,0.78
0.196,0.05,3.62,3.62,0.22,0.78
0.201,0.05,3.62,3.62,0.22,0.78
0.205,0.05,3.62,3.62,0.22,0.78
0.21,0.05,3.62,3.62,0.22,0.78
0.215,0.05,3.62,3.62,0.22,0.78
0.22,0.05,3.62,3.62,0.22,0.78
0.224,0.05,3.62,3.62,0.22,0.78
0.229,0.05,3.62,3.62,0.22,0.78
0.234,0.05,3.62,3.62,0.22,0.78
0.238,0.05,3.62,3.62,0.22,0.78
0.243,0.05,3.62,3.62,0.22,0.78
0.248,0.05,3.62,3.62,0.22,0.78
0.252,0.05,3.62,3.62,0.22,0.78
0.257,0.05,3.62,3.62,0.22,0.78
0.262,0.05,3.62,3.62,0.22,0.78
0.267,0.05,3.62,3.62,0.22,0.78
0.271,0.05,3.62,3.62,0.22,0.78
0.276,0.05,3.62,3.62,0.22,0.78
0.28,0.05,3.62,3.62,0.22,0.78
0.285,0.05,3.62,3.62,0.22,0.78
0.29,0.05,3.62,3.62,0.22,0.78
0.294,0.05,3.62,3.62,0.22,0.78
0.3,0.05,3.62,3.62,0.22,0.78
0.304,0.05,3.62,3.62,0.22,0.78
0.308,0.05,3.62,3.62,0.22,0.78
0.313,0.05,3.62,3.62,0.22,0.78
0.318,0.04,3.62,3.62,0.17,0.6
0.323,0.04,3.62,3.62,0.17,0.6
0.327,0.04,3.62,3.62,0.17,0.6
0.332,0.04,3.62,3.62,0.17,0.6
0.336,0.04,3.62,3.62,0.17,0.6
0.341,0.04,3.62,3.62,0.17,0.6
0.346,0.04,3.62,3.62,0.17,0.6
0.351,0.0,3.62,3.62,0.01,0.02
0.355,0.0,3.62,3.62,0.01,0.02
0.36,0.0,3.62,3.62,0.01,0.02
0.365,0.0,3.62,3.62,0.01,0.02
0.37,0.0,3.62,3.62,0.01,0.02
0.375,0.0,3.62,3.62,0.01,0.02
0.379,0.0,3.62,3.62,0.01,0.02
0.384,0.0,3.62,3.62,0.01,0.02
0.388,0.0,3.62,3.62,0.0,0.02
0.392,0.0,3.62,3.62,0.0,0.02
0.397,0.0,3.62,3.62,0.0,0.02
0.401,0.0,3.62,3.62,0.0,0.02
0.406,0.0,3.62,3.62,0.0,0.02
0.411,0.0,3.62,3.62,0.0,0.02
0.415,0.0,3.62,3.62,0.0,0.02
0.42,0.0,3.62,3.62,0.0,0.02
0.424,0.0,3.62,3.62,0.0,0.02
0.429,0.0,3.62,3.62,0.0,0.02
0.434,0.0,3.62,3.62,0.0,0.02
0.439,0.0,3.62,3.62,0.0,0.02
0.443,0.0,3.62,3.62,0.0,0.02
0.448,0.0,3.62,3.62,0.0,0.02
0.452,0.0,3.62,3.62,0.0,0.02
0.457,0.0,3.62,3.62,0.0,0.02
0.461,0.0,3.62,3.62,0.0,0.02
0.466,0.0,3.62,3.62,0.0,0.02
0.47,0.0,3.62,3.62,0.0,0.02
0.475,0.0,3.62,3.62,0.0,0.02
0.479,0.0,3.62,3.62,0.0,0.02
0.484,0.0,3.62,3.62,0.0,0.02
0.488,0.0,3.62,3.62,0.0,0.02
0.493,0.0,3.62,3.62,0.01,0.02
0.498,0.0,3.62,3.62,0.01,0.02
0.503,0.0,3.62,3.62,0.01,0.02
0.507,0.0,3.62,3.62,0.01,0.02
0.512,0.0,3.62,3.62,0.01,0.02
0.517,0.0,3.62,3.62,0.01,0.02
0.521,0.0,3.62,3.62,0.01,0.02
0.526,0.0,3.62,3.62,0.0,0.02
0.531,0.0,3.62,3.62,0.0,0.02
0.535,0.0,3.62,3.62,0.0,0.02
0.539,0.0,3.62,3.62,0.0,0.02
0.544,0.0,3.62,3.62,0.0,0.02
0.549,0.0,3.62,3.62,0.0,0.02
0.553,0.0,3.62,3.62,0.0,0.02
0.558,0.0,3.62,3.62,0.0,0.02
0.562,0.0,3.62,3.62,0.01,0.02
0.567,0.0,3.62,3.62,0.01,0.02
0.572,0.0,3.62,3.62,0.01,0.02
0.576,0.0,3.62,3.62,0.01,0.02
0.582,0.0,3.62,3.62,0.01,0.02
0.586,0.0,3.62,3.62,0.01,0.02
0.591,0.0,3.62,3.62,0.01,0.02
0.595,0.0,3.62,3.62,0.01,0.02
0.6,0.0,3.62,3.62,0.0,0.02
0.604,0.0,3.62,3.62,0.0,0.02
0.61,0.0,3.62,3.62,0.0,0.02
0.614,0.0,3.62,3.62,0.0,0.02
0.618,0.0,3.62,3.62,0.0,0.02
0.623,0.0,3.62,3.62,0.0,0.02
0.627,0.0,3.62,3.62,0.0,0.02
0.632,0.0,3.62,3.62,0.0,0.02
0.637,0.0,3.62,3.62,0.0,0.02
0.641,0.0,3.62,3.62,0.0,0.02
0.645,0.0,3.62,3.62,0.0,0.02
0.65,0.0,3.62,3.62,0.0,0.02
0.655,0.0,3.62,3.62,0.0,0.02
0.66,0.0,3.62,3.62,0.0,0.02
0.664,0.0,3.62,3.62,0.0,0.02
0.669,0.0,3.62,3.62,0.0,0.02
0.673,0.0,3.62,3.62,0.0,0.02
0.678,0.0,3.62,3.62,0.0,0.02
0.683,0.0,3.62,3.62,0.0,0.02
0.688,0.0,3.62,3.62,0.0,0.02
0.691,0.0,3.62,3.62,0.0,0.02
0.696,0.0,3.62,3.62,0.0,0.02
0.701,0.0,3.62,3.62,0.0,0.02
0.705,0.0,3.62,3.62,0.0,0.02
0.71,0.0,3.62,3.62,0.0,0.02
0.715,0.0,3.62,3.62,0.0,0.02
0.72,0.0,3.62,3.62,0.0,0.02
0.724,0.0,3.62,3.62,0.0,0.02
0.728,0.0,3.62,3.62,0.0,0.02
0.733,0.0,3.62,3.62,0.0,0.02
0.737,0.0,3.62,3.62,0.0,0.02
0.742,0.0,3.62,3.62,0.0,0.02
0.746,0.0,3.62,3.62,0.0,0.02
0.751,0.0,3.62,3.62,0.0,0.02
0.756,0.0,3.62,3.62,0.0,0.02
0.759,0.0,3.62,3.62,0.0,0.02
0.765,0.0,3.62,3.62,0.0,0.02
0.769,0.0,3.62,3.62,0.0,0.02
0.774,0.0,3.62,3.62,0.0,0.02
0.778,0.0,3.62,3.62,0.0,0.02
0.783,0.0,3.62,3.62,0.0,0.02
0.788,0.0,3.62,3.62,0.0,0.02
0.792,0.0,3.62,3.62,0.0,0.02
0.797,0.0,3.62,3.62,0.0,0.02
0.801,0.0,3.62,3.62,0.0,0.02
0.806,0.0,3.62,3.62,0.0,0.02
0.811,0.0,3.62,3.62,0.0,0.02
0.816,0.0,3.62,3.62,0.0,0.02
0.821,0.0,3.62,3.62,0.0,0.02
0.824,0.0,3.62,3.62,0.0,0.02
0.829,0.0,3.62,3.62,0.0,0.02
0.834,0.0,3.62,3.62,0.0,0.02
0.839,0.0,3.62,3.62,0.0,0.02
0.844,0.02,3.62,3.62,0.09,0.37
0.847,0.02,3.62,3.62,0.09,0.37
0.852,0.02,3.62,3.62,0.09,0.37
0.857,0.02,3.62,3.62,0.09,0.37
0.861,0.02,3.62,3.62,0.09,0.37
0.866,0.02,3.62,3.62,0.09,0.37
0.871,0.02,3.62,3.62,0.09,0.37
0.875,0.02,3.62,3.62,0.09,0.37
0.881,0.03,3.62,3.62,0.12,0.48
0.886,0.03,3.62,3.62,0.12,0.48
0.89,0.03,3.62,3.62,0.12,0.48
0.895,0.03,3.62,3.62,0.12,0.48
0.899,0.03,3.62,3.62,0.12,0.48
0.904,0.03,3.62,3.62,0.12,0.48
0.908,0.03,3.62,3.62,0.12,0.48
0.913,0.0,3.62,3.62,0.01,0.02
0.918,0.0,3.62,3.62,0.01,0.02
0.922,0.0,3.62,3.62,0.01,0.02
0.927,0.0,3.62,3.62,0.01,0.02
0.933,0.0,3.62,3.62,0.01,0.02
0.936,0.0,3.62,3.62,0.01,0.02
0.941,0.0,3.62,3.62,0.01,0.02
0.945,0.0,3.62,3.62,0.01,0.02
0.95,0.0,3.62,3.62,0.0,0.02
0.955,0.0,3.62,3.62,0.0,0.02
0.959,0.0,3.62,3.62,0.0,0.02
0.964,0.0,3.62,3.62,0.0,0.02
0.969,0.0,3.62,3.62,0.0,0.02
0.973,0.0,3.62,3.62,0.0,0.02
0.979,0.0,3.62,3.62,0.0,0.02
0.983,0.0,3.62,3.62,0.0,0.02
0.988,0.0,3.62,3.62,0.01,0.02
0.992,0.0,3.62,3.62,0.01,0.02
0.997,0.0,3.62,3.62,0.01,0.02
1.002,0.0,3.62,3.62,0.01,0.02
1.006,0.0,3.62,3.62,0.01,0.02
1.01,0.0,3.62,3.62,0.01,0.02
1.016,0.0,3.62,3.62,0.01,0.02
1.02,0.0,3.62,3.62,0.0,0.02
1.024,0.0,3.62,3.62,0.0,0.02
1.029,0.0,3.62,3.62,0.0,0.02
1.034,0.0,3.62,3.62,0.0,0.02
1.039,0.0,3.62,3.62,0.0,0.02
1.043,0.0,3.62,3.62,0.0,0.02
1.047,0.0,3.62,3.62,0.0,0.02
1.052,0.0,3.62,3.62,0.0,0.02
1.056,0.0,3.62,3.62,0.0,0.02
1.061,0.0,3.62,3.62,0.0,0.02
1.066,0.0,3.62,3.62,0.0,0.02
1.07,0.0,3.62,3.62,0.0,0.02
1.074,0.0,3.62,3.62,0.0,0.02
1.079,0.0,3.62,3.62,0.0,0.02
1.084,0.0,3.62,3.62,0.0,0.02
1.088,0.0,3.62,3.62,0.0,0.02
1.093,0.0,3.62,3.62,0.01,0.02
1.098,0.0,3.62,3.62,0.01,0.02
1.103,0.0,3.62,3.62,0.01,0.02
1.107,0.0,3.62,3.62,0.01,0.02
1.112,0.0,3.62,3.62,0.01,0.02
1.116,0.0,3.62,3.62,0.01,0.02
1.121,0.0,3.62,3.62,0.01,0.02
1.125,0.0,3.62,3.62,0.01,0.02
1.13,0.0,3.62,3.62,0.01,0.02
1.135,0.0,3.62,3.62,0.01,0.02
1.139,0.0,3.62,3.62,0.01,0.02
1.144,0.0,3.62,3.62,0.01,0.02
1.149,0.0,3.62,3.62,0.01,0.02
1.153,0.0,3.62,3.62,0.01,0.02
1.158,0.0,3.62,3.62,0.01,0.02
1.164,0.0,3.62,3.62,0.0,0.02
1.168,0.0,3.62,3.62,0.0,0.02
1.173,0.0,3.62,3.62,0.0,0.02
1.176,0.0,3.62,3.62,0.0,0.02
1.181,0.0,3.62,3.62,0.0,0.02
1.185,0.0,3.62,3.62,0.0,0.02
1.19,0.0,3.62,3.62,0.0,0.02
1.195,0.0,3.62,3.62,0.0,0.02
1.199,0.0,3.62,3.62,0.0,0.02
